File,Key,English,Danish,German,Spanish,Italian,Portuguese
player/campaign/VikingIsland6,new_units,Hooray! {0} of Gunnar''s men have joined us.,Hurraaa! {0} af Gunnars mænd har sluttet sig til os.,Hurra! {0} von Gunnars Männern sind zu uns übergelaufen.,¡Hurraaa! {0} de los hombres de Gunnar se nos han unido.,Hurra! {0} degli uomini di Gunnar si sono uniti a noi.,Viva! {0} dos homens de Gunnar se juntaram à nós.
player/campaign/VikingIsland6,name0,,,,,,
player/campaign/VikingIsland6,name1,Allies,Allierede,Verbündete,Aliados,Alleati,Aliados
player/campaign/VikingIsland6,name2,Natives,Indfødte,Eingeborene,Indígenas,Nativi,Indígenas
player/campaign/VikingIsland6,name3,,,,,,
player/campaign/VikingIsland6,name4,,,,,,
player/campaign/VikingIsland6,name5,,,,,,
player/campaign/VikingIsland6,objective,"Destroy the natives.
Rescue as many of Gunnar''s men as possible.","Udslet de indfødte.
Red så mange af Gunnars mænd som muligt.","Vernichten Sie die Eingeborenen.
Befreien Sie so viele von Gunnars Männern wie möglich.","Destruye a los indígenas.
Rescata tantos hombres de Gunnar como sea posible.","Annienta i nativi.
Salva più uomini di Gunnar possibili.","Destrua os indígenas.
Resgate quantos homens de Gunnar puder."
player/campaign/VikingIsland7,header,Tukomoba,Tukomoba,Tukomoba,Tukomoba,Tukomoba,Tukomoba
player/campaign/VikingIsland7,description,Another island with those ever-popular gold statues.,Endnu en ø med de evigt populære guldstatuer.,Noch eine Insel mit diesen allseits beliebten Goldstatuen.,Otra isla con esas estatuas tan populares.,Un''altra isola con queste meravigliose statue d''oro.,Outra ilha com aquelas estátuas douradas tão requisitadas.
player/campaign/VikingIsland7,header0,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland7,dialog0,Let''s loot everything! Leave no survivors!,Lad os plyndre hele øen! Efterlad ingen overlevende!,Wir plündern alles! Es darf keine Überlebenden geben!,¡A saquearlo todo! ¡No dejéis supervivientes!,Saccheggiamo l''isola! Non lasciate superstiti!,Vamos saquear tudo! Não deixem sobreviventes!
player/campaign/VikingIsland7,name0,,,,,,
player/campaign/VikingIsland7,name1,,,,,,
player/campaign/VikingIsland7,name2,Natives,Indfødte,Eingeborene,Indígenas,Nativi,Indígenas
player/campaign/VikingIsland7,name3,Natives,Indfødte,Eingeborene,Indígenas,Nativi,Indígenas
player/campaign/VikingIsland7,name4,,,,,,
player/campaign/VikingIsland7,name5,,,,,,
player/campaign/VikingIsland7,statue,Golden statue,Guldstatue,Goldstatue,Estatua de oro,Statue d''oro,Estátua dourada
player/campaign/VikingIsland7,objective,Loot the natives.,Plyndr de indfødte.,Plündern Sie die Eingeborenen aus.,Destruye a los indígenas.,Saccheggia i nativi.,Saqueie os indígenas.
player/campaign/VikingIsland8,header,Lumumgumphe,Lumumgumphe,Lumumgumphe,Lumumgumphe,Lumumgumphe,Lumumgumphe
player/campaign/VikingIsland8,description,"The ship cannot cross the reef with Chief Fjorleif and his somewhat overweight men aboard. Instead, they will have to cross the island by foot while the first mate navigates the ship through the reef.","Skibet kan ikke krydse revet med Høvding Fjorleif og hans lettere overvægtige mænd ombord. De bliver i stedet nødt til at krydse øen til fods, mens styrmanden navigerer skibet gennem revet.","Das Schiff kann das Riff nicht überqueren, solange Häuptling Fjorleif und seine leicht übergewichtigen Männer an Bord sind. Sie müssen die Insel also zu Fuß überqueren, während der erste Maat das Schiff durch das Riff navigiert.","El barco no puede cruzar el arrecife con el Jefe Fjorleif y sus, digamos pesados, tripulantes a bordo. En vez de ello, tendrán que atravesar la isla a pie mientras que el primero de abordo navega solo a través del arrecife.",La nave non può attraversare lo stretto con il Capo Fjorleif a bordo per via della sua stazza. Dovremo invece attraversare l''isola a piedi mentre il timoniere porterà la nave attraverso lo stretto.,"O navio não pode cruzar através do recife com o Chefe Fjorleif e seus homens um pouco acima do peso a bordo. Ao invés disso, eles terão que atravessar a ilha à pé enquanto seu imediato navega o navio através do recife."
player/campaign/VikingIsland8,header0,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe  Fjorleif,Capo Fjorleif,Chief Fjorleif
player/campaign/VikingIsland8,dialog0,"Be careful, men! This island is packed with hostile natives, so we have to watch our steps. We need to reach this rally point on the other side of the island.","Vær forsigtige! Denne ø er fyldt med fjendtlige indfødte, så vi skal se os for. Vores mål er dette samlingspunkt på den anden side af øen.","Vorsicht, Männer! Überall auf der Insel lauern diese feindseligen Eingeborenen. Wir müssen also vorsichtig sein. Unser Ziel ist der Versammlungsort auf der anderen Inselseite.","¡Tened cuidado, chicos! Esta isla está plagada de indígenas hostiles, así que tendréis que vigilar donde pisáis. Necesitamos llegar hasta ese punto de encuentro en el otro lado de la isla.","Fate attenzione, uomini! Quest''isola è piena di nativi ostili, teniamo gli occhi aperti. Dobbiamo raggiungere il punto di incontro dall''altra parte dell''isola.","Tomem cuidado, homens! Essa ilha está lotada de indígenas hostis, então nós temos que ter atenção com nossos passos. Precisamos chegar a esse ponto de encontro no outro lado da ilha."
player/campaign/VikingIsland8,header1,Rally point reached,Fremme ved samlingspunktet,Versammlungspunkt erreicht,Alcanzado punto de encuentro,Raggiunto il punto di incontro,Ponto de enconto alcançado
player/campaign/VikingIsland8,dialog1,You reached the rally point. Signal for your ship to come and pick you up by making a Terrifying Toot with your lur.,"Du er nået frem til samlingspunktet. Send et signal til dit skib om, at I skal samles op ved at blæse et Terror Trut i din lur.","+++Sie haben den Versammlungspunkt erreicht. Signalisieren Sie dem Schiff, dass Sie abgeholt werden möchten, indem Sie ein Grässliches Gedudel erklingen lassen.","Has llegado al punto de encuentro. Haz una señal a tu barco para que vaya a recogeros, un Lur Liante servirá.",Hai raggiunto il punto di incontro. Segnala alla tua nave di venirti a prendere suonando il Boato Terrificante.,Você alcançou o ponto de encontro. Sinalize tocando o Toque Aterrorizante com a sua lura para seu navio vir pegar você.
player/campaign/VikingIsland8,header2,Steingrim Skullsmasher,Steingrim Skallesmækker,Steingrim Schädelklopfer,Rteingrim Revientacalaveras,Steingrim Spaccateste,Steingrim Esmagador de Crânios
player/campaign/VikingIsland8,dialog2,"Hail thee! Our ship was wrecked on the reefs, so we have been stranded here for a while. We have hid from the natives by staying in this valley, so you are most welcome! We will happily join you, as this might be our only chance of getting away.","Vær hilset! Vores skib forliste på revet, så vi har været strandet her et stykke tid. Vi har undgået de indfødte ved at gemme os i denne dal, så I er mere end velkomne! Vi vil med glæde slutte os til jer, da det nok er vores eneste chance for at slippe ud.","Seid gegrüßt! Unser Schiff ist auf dem Riff zerschellt, wir sitzen hier also schon eine ganze Zeit lang fest. Wir haben uns bisher vor den Eingeborenen in diesem Tal versteckt - wahrscheinlich könnt ihr euch vorstellen, wie froh wir sind, euch zu sehen. Wir kommen gerne mit - wahrscheinlich ist dies unsere einzige Chance, hier wegzukommen.","¡A los buenos días! Nuestra nave encalló en los arrecifes, así que hemos estado acampados aquí durante un tiempo. Nos hemos ocultado de los indígenas quedándonos en este valle, ¡así que sois bienvenidos! Estaremos encantados de unirnos a vosotros... puede ser nuestra única manera de salir de aquí.","Fulmini e saette! La nostra nave si è incagliata nello stretto, così siamo rimasti bloccati qui per un po''! Ci siamo nascosti dai nativi rimanendo in questa valle e siamo più che felici di vedervi! Ci uniremo a voi, perchè questa potrebbe essere la nostra unica occasione di andarcene da qui.","Salve! Nosso navio naufragou nos recifes, então nós estivemos encalhados aqui por um tempo. Nós nos escondemos dos indígenas ficando nesse vale, então você é mais que bem-vindo! Nós vamos se juntar a você com prazer, já que essa pode ser nossa única chance de saírmos."
player/campaign/VikingIsland8,name0,,,,,,
player/campaign/VikingIsland8,name1,Stranded,Strandede,Gestrandet,Acampados,Naufraghi,Encalhados
player/campaign/VikingIsland8,name2,Natives,Indfødte,Eingeborene,Indígenas,Nativi,Indígenas
player/campaign/VikingIsland8,name3,,,,,,
player/campaign/VikingIsland8,name4,,,,,,
player/campaign/VikingIsland8,name5,,,,,,
player/campaign/VikingIsland8,objective0,Reach the rally point.,Nå frem til samlingspunktet.,Schlagen Sie sich bis zum Versammlungsort durch.,Alcanzar el punto de encuentro.,Raggiungi il punto di incontro.,Chegue ao ponto de encontro.
player/campaign/VikingIsland8,objective1,Do a Terrifying Toot near the rally point.,Blæs et Terror Trut i nærheden af samlingspunktet.,Lassen Sie neben den Versammlungsort ein Grässliches Gedudel erklingen.,Hacer un Lur Liante cerca del punto de encuentro.,Esegui un Boato Terrificante vicino al punto di incontro.,Faça um Toque Aterrorizante próximo do ponto de encontro.
player/campaign/VikingIsland9,header,Togongolum,Togongolum,Togongolum,Togongolum,Togongolum,Togongolum
player/campaign/VikingIsland9,description,"According the native gossip, this island houses a very old and wise chieftain. Maybe he could divulge some useful information if we catch him.","Ifølge rygter blandt de indfødte, bor der en meget gammel og vis høvding på denne ø. Måske kan han afsløre noget nyttigt, hvis vi kan fange ham.","Bei den Eingeborenen erzählt man sich, auf der Insel gebe es einen sehr alten und weisen Häuptling. Vielleicht gibt er ja ein paar nützliche Informationen preis, wenn wir ihn erwischen.","De acuerdo a ese chisme indígena, esta isla es el hogar de un viejo y sabio jefe tribal. Quizás él podría darnos alguna información útil si lo capturamos.","Stando alle chiacchiere dei nativi, in quest''isola vive un vecchio e saggio capo tribù. Forse se lo troviamo potrà darci qualche informazione utile.","De acordo com a fofoca indígena, essa ilha hospeda um chefe bem velho e sábio. Talvez ele pode compartilhar alguma informação se nós o pegarmos."
player/campaign/VikingIsland9,header0,Chief Fjorleif,Høvding Fjorleif,Häuptling Fjorleif,Jefe Fjorleif,Capo Fjorleif,Chefe Fjorleif
player/campaign/VikingIsland9,dialog0,"As expected, the chieftain is well protected. Eliminate his warriors and capture him for interrogation.",Som forventet er høvdingen godt beskyttet. Udslet hans krigere og bring ham til afhøring.,"Wie erwartet ist der Häuptling hervorragend geschützt. Schalten Sie seine Krieger aus, und setzen Sie ihn für die Befragung fest.","Como esperábamos, el jefe tribal está muy bien protegido. Elimina a sus guardias y captúrale para el interrogatorio.",Come sospettavo il loro capo è ben protetto. Eliminate questi guerrieri e catturatelo per interrogarlo.,"Como esperado, o chefe está bem protegido. Elimine seus guerreiros e capture-o pra interrogação."
player/campaign/VikingIsland9,header1,Chief Mozumba,Høvding Mozumba,Häuptling Mozumba,Jefe Mezumban,Capo Mozumba,Chefe Mozumba
player/campaign/VikingIsland9,dialog1,"Please don''t hurt me! I will tell you what I know.. Far south-east of here, there is an island you will not find on your map. If you manage to climb its mountain, the great thunder god Xarrr will grant you a wish, provided that you ask nicely of course.","Vis nåde! Jeg skal nok fortælle dig, hvad jeg ved.. Fjernt mod sydøst er der en ø, som du ikke kan se på dit kort. Hvis det lykkes dig at komme op på toppen af bjerget på denne ø, vil den store tordengud Xarrr opfylde et ønske for dig. Selvfølgelig kun hvis du spørger pænt.","Bitte, tut mir nichts! Ich sage alles, was ich weiß ... Ein ganzes Stück südwestlich von hier gibt es eine Insel, die auf keiner Karte zu finden ist. Demjenigen, der den Berg darauf bezwingt, gewährt der große Donnergott Xarr einen Wunsch - vorausgesetzt, man bittet ihn recht nett.","¡Por favor, no me hagáis daño! Os diré todo lo que sé... Lejos, al sudeste de aquí, hay una isla que no encontraréis en vuestros mapas. Si conseguís llegar a la cima de su montaña, el gran dios del trueno, Xarrr, os concederá un deseo, a condición de que se lo pidáis amablemente.","Per favore non fatemi del male! Vi dirò quello che so.. A sud est da qui, c''è un''isola che non è segnata sulla vostra mappa. Se riesci a scalare la sua montagna, il grande dio Xarr esaudirà un tuo desiderio, naturalmente dovrai chiederglielo gentilmente.","Por favor não me machuque! Eu vou te contar o que eu sei.. Bem ao sudeste daqui, há uma ilha que você não vai encontrar em seu mapa. se você conseguir escalar sua montanha, o grande deus do trovão Xarrr vai te conceder um desejo, se você pedir pra ele de forma gentil, claro."
player/campaign/VikingIsland9,game_over,Enemy chieftain was killed. Game over.,Fjendens høvding blev dræbt. Spillet er slut.,Der feindliche Häuptling wurde besiegt. Game over.,El jefe tribal enemigo ha sido asesinado. Fin de la partida.,Il capo nemico è stato ucciso. Game over.,Chefe inimigo foi morto. Fim de jogo.
player/campaign/VikingIsland9,name0,,,,,,
player/campaign/VikingIsland9,name1,,,,,,
player/campaign/VikingIsland9,name2,Natives,Indfødte,Eingeborene,Indígenas,Nativi,Indígenas
player/campaign/VikingIsland9,name3,Mozumba,Mozumba,Mozumba,Mezumban,Mozumba,Mozumba
player/campaign/VikingIsland9,name4,,,,,,
player/campaign/VikingIsland9,name5,,,,,,
player/campaign/VikingIsland9,objective,"Destroy the natives.
Capture chief Mozumba.","Udslet de indfødte.
Tag høvding Mozumba til fange.","Vernichten Sie die Eingeborenen.
Fangen Sie Häuptling Mozumba.","Destruye a los nativos.
Captura vivo al Jefe Mezumban.","Annienta i nativi.
Cattura il capo Mozumba.","Destrua os indígenas.
Capture o chefe Mozumba."
render/Renderer,sound_not_available_caption,Sound not available,Lyd utilgængelig,Sound nicht verfügbar,Sonido no disponible,Suono non disponibile,Som não está disponível
render/Renderer,sound_not_available_message,Tribal Trouble was unable to initialize the sound device. Please ensure that your sound card drivers are updated and that no other program is using the sound card.,"Tribal Trouble kunne ikke få adgang til lydkortet. Sørg for at dine lydkortdrivere er opdaterede, og at intet andet program bruger lydkortet.","Das Soundgerät konnte nicht initialisiert werden. Stellen Sie bitte sicher, dass die Soundkartentreiber aktuell sind und dass momentan kein anderes Programm die Soundkarte verwendet.","Tribal Trouble no pudo inicializar el dispositivo de sonido. Por favor, asegúrate de que los drivers de tu tarjeta de sonido están actualizados y que ningún otro programa la está usando.",Impossibile inizializzare la periferica sonora. Assicurati che i driver della tua scheda sonora siano aggiornati e nessun altro programma la stia utilizzando.,Tribal Trouble foi incapaz de inicializar o aparelho de som. Por favor certifique-se que seus drivers de placa de som estão atualizados e que nenhum outro programa esteja utilizando a placa de som.
render/Renderer,network_not_available_caption,Loopback device not available,Den lokale netværksenhed er ikke tilgængelig,Das Loopbackgerät ist nicht verfügbar.,El bucle local no está disponible,Loopback non disponibile,Aparelho de loopback não disponível
render/Renderer,network_not_available_message,Tribal Trouble was unable to find the loopback interface. Please ensure that your network settings are correct. With no loopback interface it is impossible to play Tribal Trouble.,Tribal Trouble kunne ikke finde den lokale netværksenhed. Sørg for at din netværksopsætning er korrekt. Uden lokal netværksenhed er det ikke muligt at spille Tribal Trouble.,"Die Loopbackschnittstelle konnte nicht gefunden werden. Stellen Sie sicher, dass die Netzwerkeinstellungen korrekt sind. Ohne Loopbackschnittstelle kann Tribal Trouble nicht ausgeführt werden.",Tribal Trouble no pudo encontrar la interfaz de bucle local. Asegúrate que tu configuración de red es correcta. Sin interfaz de bucle local es imposible jugar a Tribal Trouble.,Impossibile trovare l''interfaccia loopback. Assicurati che le impostazioni della rete siano corrette. Senza un''interfaccia loopback è impossibile giocare a Tribal Trouble.,Tribal Trouble foi incapaz de encontrar a interface de loopback. Por favor certifique-se de que seus ajustes de rede estejam corretos. Sem interface de loopback é impossível jogar Tribal Trouble.
render/Renderer,checksum_error_message,"The latest game had a checksum error.

Clicking OK will quit and you are prompted to submit a bug report the next time you run the game.
Clicking Cancel will continue your game session and not send a bug report.
Clicking OK is highly recommended, because bug reports will help Oddlabs quickly locate and fix the problem.","Det seneste spil havde en checksumfejl.

Hvis du klikker på OK vil spillet afslutte og bede dig om at sende en fejlrapport næste gang, det starter.
Hvis du klikker Annuller vil spillet fortsætte uden at sende en fejlrapport.
Det anbefales kraftigt at klikke på OK, da fejlrapporter vil hjælpe Oddlabs med hurtigt at finde og rette fejlen.","Beim letzten Spiel ist ein Prüfsummenfehler aufgetreten.

Wenn Sie auf ''OK'' klicken, wird das Spiel beendet, und Sie werden beim nächsten Starten des Spiels aufgefordert, einen Fehlerbericht zu senden.
Wenn Sie auf ''Abbrechen'' klicken, wird das Spiel fortgesetzt, und es wird kein Fehlerbericht gesendet.
Es wird jedoch empfohlen, auf ''OK'' zu klicken, da Fehlerberichte bei der Problemanalyse und -behebung hilfreich sind.","La última partida tuvo un error de checksum.

 Si pulsas Aceptar saldrás y se te pedirá que envíes un informe de error la próxima vez que arranques el juego. Si pulsas Cancelar continuaras tu sesión de juego sin enviar ningún informe de error.
 Se recomienda encarecidamente pulsar OK, ya que los informes de error permitirán a Oddlabs localizar y subsanar el error lo antes posible.","L''ultima partita ha un rapporto di errore.

Cliccando su Ok chiuderai il gioco e al prossimo riavvio ti verrà chiesto di inviare un rapporto di errore.
Cliccando Annulla continuerai la corrente sessione di gioco e non invierai alcun rapporto di errore.
Cliccare su OK è altamente raccomandato, poichè i rapporti di errore aiuteranno la Oddlabs a localizzare e risolvere il problema rapidamente.","A última partida teve um erro de soma de verificação.

Clicar em OK vai fechar o jogo e você será pedido para enviar um relatório de bugs na próxima vez que você rodar o jogo.
Clicar em Cancelar vai continuar sua sessão de jogo e não enviar o relatório de bugs.
Clicar em OK é altamente recomendado, pois relatórios de bugs vão ajudar Oddlabs a localizar e arrumar o problema rapidamente."
render/Renderer,quit,Quit,Afslut,Beenden,Salir,Chiudi,Sair
render/Renderer,time_left,Trial time remaining:,Resterende prøvetid:,Verbleibende Testzeit:,Tiempo restante de prueba:,Tempo di prova rimasto:,Tempo de teste restante:
render/Renderer,games_left,Trial games remaining:,Resterende prøvespil:,Verbleibende Testspiele:,Partidas restantes de prueba:,Tempo di gioco rimasto:,Partidas de teste restantes:
render/Renderer,trial_expired,The limited trial version has expired.,Den begrænsede prøveudgave er udløbet.,Die begrenzte Testversion ist abgelaufen.,La versión de prueba ha caducado.,La versione di prova è scaduta.,A limitada versão de testes expirou.
render/Renderer,error_title,Error,Fejl,Fehler,Error,Errore,Erro
render/Renderer,opengl_error_message,The game was unable to start. Would you like Oddlabs support to fix this problem?,Spillet kunne ikke starte. Vil du have Oddlabs support til at løse dette problem?,"Das Spiel konnte nicht gestartet werden. Möchten Sie, dass der Oddlabs-Support dieses Problem behebt?",El juego no se pudo iniciar. ¿Desea que el soporte de Oddlabs solucione este problema?,Impossibile avviare il gioco. Desideri che il supporto della Oddlabs risolva il problema?,O jogo foi incapaz de iniciar. Você quer a assistência de Oddlabs para arrumar esse problema?
trigger/GameOverTrigger,defeat_message,{0} has been defeated,{0} er blevet besejret,{0} wurde besiegt.,{0} ha sido derrotado,{0} sono state sconfitte,{0} foi derrotado
trigger/GameOverTrigger,you_defeated_game_over,Your tribe was defeated. Game over.,Din stamme er blevet besejret. Spillet er slut.,Ihr Stamm wurde besiegt. Game over.,Tu tribu ha sido derrotada. Fin de la partida.,La tua tribù è stata sconfitta. Game over.,Sua tribo foi derrotada. Fim de jogo.
trigger/GameOverTrigger,you_defeated,Your tribe was defeated.,Din stamme er blevet besejret.,Ihr Stamm wurde besiegt.,Tu tribu ha sido derrotada,La tua tribù è stata sconfitta.,Sua tribo foi derrotada.
trigger/GameOverTrigger,game_over,Game over,Spillet er slut,Game over.,Fin de la partida,Game over,Fim de jogo
trigger/GameOverTrigger,you_victorious,Your tribe was victorious,Din stamme vandt,Ihr Stamm war siegreich.,Tu tribu ha vencido,La tua tribù ha vinto,Sua tribo saiu vitoriosa
trigger/campaign/DefeatTrigger,defeat,Your tribe was defeated. Game over.,Din stamme blev besejret. Spillet er slut.,Ihr Stamm wurde besiegt. Game over.,Tu tribu ha sido derrotada... Fin de la partida.,La tua tribù è stata sconfitta. Game over.,Sua tribo foi derrotada. Fim de jogo.
trigger/campaign/DefeatTrigger,defeat_by_chieftain,Your chieftain was killed. Game over.,Din høvding blev dræbt. Spillet er slut.,Ihr Häuptling wurde getötet. Game over.,Tu jefe tribal ha muerto. Fin de la partida.,Il tuo capo tribù è stato ucciso. Game over.,Seu chefe foi morto. Fim de jogo.
tutorial/TutorialTrigger,army_menu,"Go back to the armory main menu by clicking on the Back icon (or pressing Esc). To equip an army with your newly produced weapons, click on the Deploy Army icon (or press A).","Gå tilbage til arsenal hovedmenuen ved at klikke på ""Tilbage"" ikonet (eller trykke Esc). For at bevæbne en hær med dine nyproducerede våben, skal du klikke på ""Udsend hær""-ikonet (eller trykke A).","Klicken Sie auf die Schaltfläche ''Zurück'', oder drücken Sie die ESC-TASTE, um zum Zeughaus-Hauptmenü zurückzukehren. Wenn Sie eine Armee mit den neu produzierten Waffen ausrüsten möchten, klicken Sie auf das Symbol ''Armee ausrüsten'', oder drücken Sie A.",Vuelve al menú principal de la armería pulsando el icono Atrás (o pulsando Esc). Para equipar un ejército con el arma que acabas de producir pulsa en el botón de Desplegar ejército (o pulsa la tecla A).,"Ritorna al menu principale dell''armeria cliccando sull''icona Indietro (o prendo Esc). Per equipaggiare un soldato con le armi appena prodotte, clicca sull''icona Crea esercito (o premi A).","Volte para o menu principal da armaria clicando no icone de Voltar (ou pressionando Esc). Para equipar um exército com suas armas recém produzidas, clique no ícone de Mobilizar Exército (ou pressione A)."
tutorial/TutorialTrigger,army,"For each of the weapon types, you can train a corresponding warrior type. Use the small + and - icons to set how many warriors you want. Try to train an army of {0} rock warriors.","For hver af våbentyperne, kan du træne en tilsvarende krigertype. Brug de små ""+"" og ""-"" ikoner til at angive hvor mange krigere, du vil have. Prøv at træne en hær med {0} stenkrigere.","Für jede dieser Waffenarten können Sie einen entsprechenden Kriegertyp ausbilden. Mit den kleinen Symbolen ''+'' und ''-'' können Sie festlegen, wie viele Krieger Sie benötigen. Versuchen Sie, eine Armee von {0} Steinkriegern auszubilden.","Para cada tipo de arma, puedes entrenar un tipo de guerrero distinto. Pulsando ""+"" o ""-"" puedes elegir cuantos guerreros de ese tipo quieres. Intenta entrenar {0} guerreros piedra (guerreros entrenados con arma de piedra).","Per ogni tipo di arma, puoi creare il corrispondente tipo di guerriero. Usa le icone + e -  per impostare il numero di guerrieri desiderati. Prova a creare un''armata di {0} Guerrieri di roccia.","Para cada tipo de arma, você pode treinar um guerreiro correspondente. use os pequenos ícones de + e - para ajustar quantos guerreiros você quer. tente treinar um exército de {0} guerreiros de pedra."
tutorial/TutorialTrigger,attack_tower,"Your tower is now being attacked by a small group of Viking warriors. A warrior in a tower automatically attacks all enemies within range, so lean back and enjoy seeing the Vikings being slaughtered.","Dit tårn bliver angrebet af en lille gruppe vikingekrigere. En kriger i et tårn angriber automatisk alle fjender indenfor rækkevidde, så læn dig tilbage og nyd, at vikingerne bliver slagtet.","Ihr Turm wird von einer kleinen Gruppe von Wikingerkriegern angegriffen. Ein Krieger in einem Turm greift automatisch alle Feinde innerhalb seiner Reichweite an. Machen Sie es sich also bequem, und sehen Sie zu, wie die Wikinger abgeschlachtet werden.","Tu torre está siendo atacada por un pequeño grupo de guerreros vikingos. El guerrero de la torre atacará automáticamente a todos los enemigos que estén en su rango de alcance, así que ponte cómodo y disfruta viendo como los vikingos son aniquilados.","La tua torre è attaccata da un piccolo gruppo di guerrieri Vichinghi. Un guerriero su una torre attacca automaticamente tutti i nemici sotto tiro, quindi divertiti a vedere i Vichinghi venire macellati.","Sua torre agora está sendo atacada por um pequeno grupo de guerreiros viking. Um guerreiro em cima da torre ataca todos os inimigos automaticamente dentro de seu alcance, então se acomode e divirta-se vendo os Vikings sendo massacrados."
tutorial/TutorialTrigger,building_chieftain,"Build a quarters and move your peons inside. The more units you have in the quarters, the faster you can train a chieftain. Select the quarters and click the Train Chieftain icon (or press C).","Byg en barak og flyt dine arbejdere derind. Jo flere enheder du har i dine barakker, desto hurtigere kan de træne en høvding. Vælg barakkerne og klik på ""Træn høvding"" ikonet (eller tryk C).","Bauen Sie ein Quartier, und bringen Sie Ihre Knechte nach drinnen. Je mehr Einheiten sich im Quartier befinden, desto schneller können Sie einen Häuptling ausbilden. Markieren Sie das Quartier, und klicken Sie auf das Symbol ''Häuptling ausbilden'', oder drücken Sie C.","Construye los barracones y mete los peones dentro. Cuantos más peones haya en los barracones, más rápidamente podrás entrenar a un jefe tribal. Selecciona los Barracones y pulsa en el botón Entrenar jefe tribal (o pulsa C).","Costruisci un casone e muovi i tuoi peoni all''interno. Più unità hai nel casone, il più velocemente addestreranno un capo tribù. Seleziona il casone e clicca sull''icona Capo Tribù (o premi C).","Construa os alojamentos e mova seus peões dentro. Quanto mais unidades você tem dentro dos alojamentos, mais rápido você pode treinar um chefe. Selecione os alojamentos e clique no icone de Treinar Chefe (ou pressione C)."
tutorial/TutorialTrigger,build_menu,"Go back to the armory''s main menu by clicking on the Back icon at the bottom (or press Esc). To produce some weapons, select some of your peons, move them inside the armory and click on the Produce Weapons icon found below the Gather Resources icon (or press W).","Gå tilbage til arsenalets hovedmenu ved at klikke på ""Tilbage"" ikonet i bunden (eller trykke Esc). For at producere våben skal du vælge nogle arbejdere, flytte dem ind i arsenalet og klikke på ""Producer våben"" ikonet, der findes under ""Saml ressourcer"" ikonet (eller tryk W).","Klicken Sie auf die Schaltfläche ''Zurück'', oder drücken Sie die ESC-TASTE, um zum Zeughaus-Hauptmenü zurückzukehren. Wenn Sie Waffen herstellen möchten, markieren Sie einige Knechte, bringen Sie sie in das Zeughaus, und klicken Sie auf das Symbol ''Waffen herstellen'' unter dem Symbol ''Ressourcen sammeln'', oder drücken Sie W.","Vuelve al menú principal de la armería pulsando el icono atrás (o pulsando Esc). Para producir algunas armas, mete unos cuantos peones en la armería, y pulsa en el icono Fabricar Armas, que está debajo del de Recolectar Recursos (o pulsa W).","Ritorna all''armeria cliccando sull''icona Indietro in basso (o premi Esc). Per produrre alcune armi scegli alcuni peoni, muovili all''interno dell''armeria e clicca sull''icona Produci Armi situata dopo l''icona Raccogli risorse (o premi W).","Volte para o menu principal da armaria clicando no icone de Voltar (ou pressione Esc). Para produzir algumas armas, selecione alguns de seus peões, movimente eles para dentro da armaria e clique no ícone de Produzir Armas localizado abaixo do ícone de Coletar Recursos (ou pressione W)."
tutorial/TutorialTrigger,chieftain_built,"Note that while the chieftain is being trained, the quarters do not generate new units. You can abort training the chieftain by clicking the Train Chieftain icon again (or by pressing C). Clicking again will start training a new chieftain from scratch.","Bemærk at mens høvdingen trænes, vil barakkerne ikke generere nye enheder. Du kan afbryde træningen af høvdingen ved at klikke på ""Træn Høvding"" ikonet igen (eller trykke C). Hvis du klikker igen, vil træningen af en ny høvding starte helt forfra.","Beachten Sie, dass keine neuen Einheiten erstellt werden, solange der Häuptling ausgebildet wird. Sie können die Häuptlingsausbildung abbrechen, indem Sie erneut auf das Symbol ''Häuptling ausbilden'' klicken oder C drücken. Wenn Sie erneut auf das Symbol klicken, wird ein neuer Häuptling von Grund auf ausgebildet.","Recuerda que mientras se esté entrenando al jefe tribal, los barracones no generarán nuevas unidades. Puedes cancelar este entrenamiento pulsando de nuevo el icono de Entrenar jefe tribal (o pulsando C). Más tarde, si vuelves a entrenar un jefe tribal, este se entrenará desde cero.","Nota che mentre il capo tribù è in fase di addestramento, il casone non genera nuove unità. Puoi annullare l''addestramento del capo tribù cliccando di nuovo sull''icona Capo Tribù (o premendo C). Cliccando di nuovo verrà ricominciato l''addestramento dall''inizio.","Perceba que enquanto o chefe está sendo treinado, os alojamentos não geram novas unidades. Você pode abortar o treinamento do chefe clicando no ícone de Treinar Chefe novamente (ou pressionando C). Clicar novamente vai começar a treinar um novo chefe do início."
